booking_id,propeHRTy_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
May112213262HRT27,13262,21/04/22,11/05/22,12/05/22,1,HRT2,others,4,Checked Out,9000,9000
May112213262HRT28,13262,09/05/22,11/05/22,17/05/22,3,HRT2,others,,Checked Out,9900,9900
May112213262HRT29,13262,07/05/22,11/05/22,12/05/22,2,HRT2,others,,Cancelled,9000,3600
May112213262HRT210,13262,06/05/22,11/05/22,12/05/22,2,HRT2,direct online,4,Checked Out,9000,9000
May112213262HRT211,13262,09/05/22,11/05/22,12/05/22,2,HRT2,direct online,,Checked Out,9000,9000
May112213262HRT212,13262,08/05/22,11/05/22,17/05/22,2,HRT2,direct offline,3,Checked Out,9000,9000
May112213262HRT213,13262,09/05/22,11/05/22,17/05/22,2,HRT2,others,,No Show,9000,9000
May112213262HRT214,13262,04/05/22,11/05/22,12/05/22,1,HRT2,Makeyourtrip,,Cancelled,9000,3600
May112213262HRT215,13262,07/05/22,11/05/22,14/05/22,1,HRT2,others,,Checked Out,9000,9000
May112213262HRT216,13262,06/05/22,11/05/22,12/05/22,2,HRT2,Booker,,Checked Out,9000,9000
May112213262HRT217,13262,09/05/22,11/05/22,16/05/22,2,HRT2,direct online,,Checked Out,9000,9000
May112213262HRT218,13262,04/05/22,11/05/22,14/05/22,2,HRT2,direct offline,,Cancelled,9000,3600
May112213262HRT219,13262,08/05/22,11/05/22,12/05/22,2,HRT2,others,5,Checked Out,9000,9000
May112213262HRT220,13262,07/05/22,11/05/22,12/05/22,2,HRT2,others,,Cancelled,9000,3600
May112213262HRT31,13262,08/05/22,11/05/22,17/05/22,3,HRT3,Travelex,3,Checked Out,13200,13200
May112213262HRT32,13262,08/05/22,11/05/22,13/05/22,2,HRT3,Makeyourtrip,,Checked Out,12000,12000
May112213262HRT33,13262,10/05/22,11/05/22,16/05/22,2,HRT3,Travelex,5,Checked Out,12000,12000
May112213262HRT34,13262,08/05/22,11/05/22,13/05/22,1,HRT3,others,,Checked Out,12000,12000
May112213262HRT35,13262,11/05/22,11/05/22,13/05/22,2,HRT3,Travelex,5,Checked Out,12000,12000
May112213262HRT36,13262,06/05/22,11/05/22,13/05/22,6,HRT3,others,,Cancelled,16800,6720
May112213262HRT37,13262,10/05/22,11/05/22,17/05/22,1,HRT3,others,,Cancelled,12000,4800
May112213262HRT38,13262,07/05/22,11/05/22,14/05/22,2,HRT3,Makeyourtrip,,Checked Out,12000,12000
May112213262HRT39,13262,09/05/22,11/05/22,12/05/22,1,HRT3,Makeyourtrip,3,Checked Out,12000,12000
May112213262HRT310,13262,11/05/22,11/05/22,13/05/22,1,HRT3,Booker,,No Show,12000,12000
May112213262HRT311,13262,05/05/22,11/05/22,12/05/22,2,HRT3,others,4,Checked Out,12000,12000
May112213262HRT312,13262,05/05/22,11/05/22,12/05/22,4,HRT3,others,,Checked Out,14400,14400
May112213262HRT313,13262,06/05/22,11/05/22,13/05/22,3,HRT3,Makeyourtrip,3,Checked Out,13200,13200
May112213262HRT314,13262,06/05/22,11/05/22,17/05/22,5,HRT3,gotrip,5,Checked Out,15600,15600
May112213262HRT315,13262,09/05/22,11/05/22,12/05/22,2,HRT3,others,,Cancelled,12000,4800
May112213262HRT316,13262,04/05/22,11/05/22,12/05/22,3,HRT3,gotrip,,Cancelled,13200,5280
May112213262HRT317,13262,09/05/22,11/05/22,15/05/22,2,HRT3,Booker,,No Show,12000,12000
May112213262HRT318,13262,10/05/22,11/05/22,12/05/22,2,HRT3,direct online,,Cancelled,12000,4800
May112213262HRT41,13262,10/05/22,11/05/22,16/05/22,2,HRT4,others,2,Checked Out,19000,19000
May112213262HRT42,13262,06/05/22,11/05/22,15/05/22,1,HRT4,Makeyourtrip,,Checked Out,19000,19000
May112213262HRT43,13262,09/05/22,11/05/22,12/05/22,2,HRT4,direct offline,,Checked Out,19000,19000
May112213262HRT44,13262,17/04/22,11/05/22,12/05/22,2,HRT4,others,,Cancelled,19000,7600
May112213262HRT45,13262,04/05/22,11/05/22,12/05/22,2,HRT4,Makeyourtrip,,Checked Out,19000,19000
May112213262HRT46,13262,05/05/22,11/05/22,16/05/22,2,HRT4,direct online,,Cancelled,19000,7600
May112213262HRT47,13262,05/05/22,11/05/22,12/05/22,2,HRT4,Makeyourtrip,5,Checked Out,19000,19000
May112213262HRT48,13262,17/04/22,11/05/22,15/05/22,2,HRT4,others,,Cancelled,19000,7600
May112213262HRT49,13262,17/04/22,11/05/22,13/05/22,3,HRT4,Travelex,3,Checked Out,20900,20900
May112213262HRT410,13262,08/05/22,11/05/22,17/05/22,2,HRT4,Makeyourtrip,,Checked Out,19000,19000
May112213262HRT411,13262,07/05/22,11/05/22,12/05/22,2,HRT4,others,5,Checked Out,19000,19000
May112213262HRT412,13262,10/05/22,11/05/22,17/05/22,2,HRT4,Makeyourtrip,5,Checked Out,19000,19000
May112213263HRT11,13263,10/05/22,11/05/22,12/05/22,2,HRT1,direct online,,Cancelled,6500,2600
May112213263HRT12,13263,10/05/22,11/05/22,12/05/22,1,HRT1,gotrip,,Checked Out,6500,6500
May112213263HRT13,13263,10/05/22,11/05/22,13/05/22,1,HRT1,others,1,Checked Out,6500,6500
May112213263HRT14,13263,21/04/22,11/05/22,14/05/22,1,HRT1,others,4,Checked Out,6500,6500
May112213263HRT15,13263,11/05/22,11/05/22,12/05/22,1,HRT1,others,3,Checked Out,6500,6500
May112213263HRT16,13263,11/05/22,11/05/22,13/05/22,2,HRT1,direct online,3,Checked Out,6500,6500
May112213263HRT17,13263,08/05/22,11/05/22,12/05/22,2,HRT1,Travelex,,No Show,6500,6500
May112213263HRT18,13263,10/05/22,11/05/22,12/05/22,2,HRT1,others,,Cancelled,6500,2600
May112213263HRT19,13263,11/05/22,11/05/22,12/05/22,1,HRT1,others,3,Checked Out,6500,6500
May112213263HRT110,13263,11/05/22,11/05/22,12/05/22,1,HRT1,direct online,3,Checked Out,6500,6500
May112213263HRT111,13263,11/05/22,11/05/22,13/05/22,2,HRT1,others,3,Checked Out,6500,6500
May112213263HRT21,13263,10/05/22,11/05/22,12/05/22,1,HRT2,Makeyourtrip,,Checked Out,9000,9000
May112213263HRT22,13263,11/05/22,11/05/22,14/05/22,1,HRT2,gotrip,4,Checked Out,9000,9000
May112213263HRT23,13263,08/05/22,11/05/22,12/05/22,1,HRT2,others,,Checked Out,9000,9000
May112213263HRT24,13263,11/05/22,11/05/22,12/05/22,1,HRT2,others,,Cancelled,9000,3600
May112213263HRT25,13263,10/05/22,11/05/22,12/05/22,1,HRT2,direct online,,Cancelled,9000,3600
May112213263HRT26,13263,08/05/22,11/05/22,12/05/22,1,HRT2,direct online,,Checked Out,9000,9000
May112213263HRT27,13263,09/05/22,11/05/22,12/05/22,1,HRT2,others,3,Checked Out,9000,9000
May112213263HRT28,13263,08/05/22,11/05/22,16/05/22,1,HRT2,gotrip,,Checked Out,9000,9000
May112213263HRT29,13263,11/05/22,11/05/22,15/05/22,4,HRT2,Makeyourtrip,4,Checked Out,10800,10800
May112213263HRT210,13263,09/05/22,11/05/22,12/05/22,2,HRT2,others,3,Checked Out,9000,9000
May112213263HRT211,13263,11/05/22,11/05/22,12/05/22,1,HRT2,Travelex,,Cancelled,9000,3600
May112213263HRT212,13263,11/05/22,11/05/22,15/05/22,2,HRT2,others,3,Checked Out,9000,9000
May112213263HRT213,13263,11/05/22,11/05/22,12/05/22,4,HRT2,Booker,,Cancelled,10800,4320
May112213263HRT214,13263,11/05/22,11/05/22,12/05/22,1,HRT2,Makeyourtrip,,Cancelled,9000,3600
May112213263HRT215,13263,10/05/22,11/05/22,16/05/22,2,HRT2,Makeyourtrip,3,Checked Out,9000,9000
May112213263HRT31,13263,11/05/22,11/05/22,14/05/22,1,HRT3,gotrip,3,Checked Out,12000,12000
May112213263HRT32,13263,11/05/22,11/05/22,14/05/22,1,HRT3,Booker,,Cancelled,12000,4800
May112213263HRT33,13263,11/05/22,11/05/22,12/05/22,2,HRT3,direct online,,Checked Out,12000,12000
May112213263HRT34,13263,08/05/22,11/05/22,12/05/22,5,HRT3,others,3,Checked Out,15600,15600
May112213263HRT35,13263,11/05/22,11/05/22,12/05/22,5,HRT3,others,3,Checked Out,15600,15600
May112213263HRT36,13263,11/05/22,11/05/22,12/05/22,1,HRT3,others,3,Checked Out,12000,12000
May112213263HRT37,13263,10/05/22,11/05/22,14/05/22,2,HRT3,direct online,3,Checked Out,12000,12000
May112213263HRT38,13263,10/05/22,11/05/22,13/05/22,2,HRT3,others,3,Checked Out,12000,12000
May112213263HRT39,13263,10/05/22,11/05/22,12/05/22,2,HRT3,others,3,Checked Out,12000,12000
May112213263HRT310,13263,09/05/22,11/05/22,12/05/22,1,HRT3,Booker,,Checked Out,12000,12000
May112213263HRT41,13263,11/05/22,11/05/22,12/05/22,2,HRT4,Travelex,,Checked Out,19000,19000
May112213263HRT42,13263,10/05/22,11/05/22,12/05/22,1,HRT4,Makeyourtrip,,Cancelled,19000,7600
May112213263HRT43,13263,11/05/22,11/05/22,12/05/22,2,HRT4,Travelex,3,Checked Out,19000,19000
May112213263HRT44,13263,10/05/22,11/05/22,14/05/22,1,HRT4,gotrip,,Checked Out,19000,19000
May112213263HRT45,13263,11/05/22,11/05/22,16/05/22,1,HRT4,Makeyourtrip,,Checked Out,19000,19000
May112213263HRT46,13263,11/05/22,11/05/22,12/05/22,1,HRT4,others,,Cancelled,19000,7600
May112213263HRT47,13263,04/05/22,11/05/22,12/05/22,2,HRT4,others,3,Checked Out,19000,19000
May112213263HRT48,13263,08/05/22,11/05/22,16/05/22,6,HRT4,Makeyourtrip,,Cancelled,26600,10640
May112213263HRT49,13263,08/05/22,11/05/22,12/05/22,1,HRT4,direct online,3,Checked Out,19000,19000
May112214258HRT11,14258,08/05/22,11/05/22,16/05/22,2,HRT1,others,,Cancelled,9750,3900
May112214258HRT12,14258,06/05/22,11/05/22,17/05/22,2,HRT1,Makeyourtrip,1,Checked Out,9750,9750
May112214258HRT13,14258,10/05/22,11/05/22,12/05/22,2,HRT1,Makeyourtrip,,Checked Out,9750,9750
May112214258HRT14,14258,09/05/22,11/05/22,15/05/22,2,HRT1,others,1,Checked Out,9750,9750
May112214258HRT15,14258,05/05/22,11/05/22,12/05/22,3,HRT1,Travelex,,Cancelled,10725,4290
May112214258HRT16,14258,11/05/22,11/05/22,12/05/22,2,HRT1,others,,Checked Out,9750,9750
May112214258HRT17,14258,06/05/22,11/05/22,16/05/22,3,HRT1,gotrip,,Checked Out,10725,10725
May112214258HRT18,14258,08/05/22,11/05/22,12/05/22,3,HRT1,others,,Cancelled,10725,4290
May112214258HRT19,14258,09/05/22,11/05/22,12/05/22,2,HRT1,Makeyourtrip,1,Checked Out,9750,9750
May112214258HRT110,14258,06/05/22,11/05/22,16/05/22,1,HRT1,Makeyourtrip,3,Checked Out,9750,9750
May112214258HRT111,14258,07/05/22,11/05/22,13/05/22,2,HRT1,Makeyourtrip,,Cancelled,9750,3900
May112214258HRT112,14258,07/05/22,11/05/22,14/05/22,2,HRT1,others,2,Checked Out,9750,9750
May112214258HRT113,14258,17/04/22,11/05/22,15/05/22,2,HRT1,Travelex,2,Checked Out,9750,9750
May112214258HRT114,14258,06/05/22,11/05/22,12/05/22,2,HRT1,direct online,,Cancelled,9750,3900
May112214258HRT115,14258,07/05/22,11/05/22,12/05/22,3,HRT1,others,,Checked Out,10725,10725
May112214258HRT116,14258,08/05/22,11/05/22,12/05/22,3,HRT1,others,,No Show,10725,10725
May112214258HRT117,14258,07/05/22,11/05/22,12/05/22,1,HRT1,others,2,Checked Out,9750,9750
May112214258HRT118,14258,08/05/22,11/05/22,12/05/22,1,HRT1,others,,Cancelled,9750,3900
May112214258HRT119,14258,09/05/22,11/05/22,12/05/22,2,HRT1,Makeyourtrip,,Cancelled,9750,3900
May112214258HRT21,14258,08/05/22,11/05/22,13/05/22,2,HRT2,gotrip,,Checked Out,13500,13500
May112214258HRT22,14258,05/05/22,11/05/22,13/05/22,2,HRT2,others,,Checked Out,13500,13500
May112214258HRT23,14258,06/05/22,11/05/22,16/05/22,2,HRT2,Travelex,,No Show,13500,13500
May112214258HRT24,14258,06/05/22,11/05/22,12/05/22,2,HRT2,others,4,Checked Out,13500,13500
May112214258HRT25,14258,05/05/22,11/05/22,16/05/22,1,HRT2,gotrip,3,Checked Out,13500,13500
May112214258HRT26,14258,09/05/22,11/05/22,13/05/22,3,HRT2,others,4,Checked Out,14850,14850
May112214258HRT27,14258,10/05/22,11/05/22,12/05/22,2,HRT2,others,,Checked Out,13500,13500
May112214258HRT28,14258,09/05/22,11/05/22,12/05/22,2,HRT2,gotrip,2,Checked Out,13500,13500
May112214258HRT29,14258,07/05/22,11/05/22,15/05/22,2,HRT2,Travelex,,Cancelled,13500,5400
May112214258HRT210,14258,10/05/22,11/05/22,13/05/22,3,HRT2,direct offline,1,Checked Out,14850,14850
May112214258HRT211,14258,04/05/22,11/05/22,16/05/22,3,HRT2,Makeyourtrip,,Cancelled,14850,5940
May112214258HRT212,14258,09/05/22,11/05/22,17/05/22,3,HRT2,Makeyourtrip,,Checked Out,14850,14850
May112214258HRT213,14258,04/05/22,11/05/22,16/05/22,1,HRT2,others,2,Checked Out,13500,13500
May112214258HRT214,14258,09/05/22,11/05/22,17/05/22,2,HRT2,Booker,,Cancelled,13500,5400
May112214258HRT215,14258,07/05/22,11/05/22,12/05/22,2,HRT2,direct offline,,Checked Out,13500,13500
May112214258HRT216,14258,08/05/22,11/05/22,12/05/22,2,HRT2,Makeyourtrip,,Checked Out,13500,13500
May112214258HRT217,14258,07/05/22,11/05/22,12/05/22,2,HRT2,gotrip,2,Checked Out,13500,13500
May112214258HRT31,14258,09/05/22,11/05/22,15/05/22,2,HRT3,gotrip,,Cancelled,18000,7200
May112214258HRT32,14258,10/05/22,11/05/22,13/05/22,2,HRT3,gotrip,,Checked Out,18000,18000
May112214258HRT33,14258,06/05/22,11/05/22,17/05/22,2,HRT3,others,4,Checked Out,18000,18000
May112214258HRT34,14258,06/05/22,11/05/22,16/05/22,2,HRT3,others,,Cancelled,18000,7200
May112214258HRT35,14258,05/05/22,11/05/22,12/05/22,4,HRT3,Booker,4,Checked Out,21600,21600
May112214258HRT36,14258,07/05/22,11/05/22,15/05/22,3,HRT3,Makeyourtrip,2,Checked Out,19800,19800
May112214258HRT37,14258,09/05/22,11/05/22,12/05/22,3,HRT3,direct online,,Cancelled,19800,7920
May112214258HRT38,14258,08/05/22,11/05/22,16/05/22,2,HRT3,Makeyourtrip,,Cancelled,18000,7200
May112214258HRT39,14258,06/05/22,11/05/22,13/05/22,2,HRT3,others,,No Show,18000,18000
May112214258HRT41,14258,07/05/22,11/05/22,13/05/22,2,HRT4,Booker,,Cancelled,28500,11400
May112214258HRT42,14258,07/05/22,11/05/22,13/05/22,2,HRT4,Travelex,2,Checked Out,28500,28500
May112214258HRT43,14258,05/05/22,11/05/22,17/05/22,3,HRT4,gotrip,1,Checked Out,31350,31350
May112214259HRT11,14259,05/05/22,11/05/22,12/05/22,2,HRT1,Makeyourtrip,,Cancelled,9750,3900
May112214259HRT12,14259,10/05/22,11/05/22,15/05/22,3,HRT1,gotrip,3,Checked Out,10725,10725
May112214259HRT13,14259,09/05/22,11/05/22,12/05/22,1,HRT1,others,2,Checked Out,9750,9750
May112214259HRT14,14259,11/05/22,11/05/22,17/05/22,1,HRT1,others,3,Checked Out,9750,9750
May112214259HRT15,14259,09/05/22,11/05/22,16/05/22,4,HRT1,others,3,Checked Out,11700,11700
May112214259HRT16,14259,08/05/22,11/05/22,12/05/22,2,HRT1,others,4,Checked Out,9750,9750
May112214259HRT17,14259,09/05/22,11/05/22,13/05/22,1,HRT1,Makeyourtrip,2,Checked Out,9750,9750
May112214259HRT18,14259,09/05/22,11/05/22,12/05/22,2,HRT1,Makeyourtrip,,Cancelled,9750,3900
May112214259HRT19,14259,09/05/22,11/05/22,12/05/22,2,HRT1,others,2,Checked Out,9750,9750
May112214259HRT110,14259,08/05/22,11/05/22,16/05/22,2,HRT1,others,,Checked Out,9750,9750
May112214259HRT111,14259,09/05/22,11/05/22,17/05/22,2,HRT1,others,4,Checked Out,9750,9750
May112214259HRT112,14259,08/05/22,11/05/22,12/05/22,2,HRT1,others,,Checked Out,9750,9750
May112214259HRT113,14259,08/05/22,11/05/22,17/05/22,2,HRT1,Makeyourtrip,,Checked Out,9750,9750
May112214259HRT21,14259,08/05/22,11/05/22,15/05/22,4,HRT2,gotrip,3,Checked Out,16200,16200
May112214259HRT22,14259,08/05/22,11/05/22,13/05/22,4,HRT2,Booker,,Checked Out,16200,16200
May112214259HRT23,14259,08/05/22,11/05/22,16/05/22,2,HRT2,others,,Checked Out,13500,13500
May112214259HRT24,14259,09/05/22,11/05/22,12/05/22,2,HRT2,others,1,Checked Out,13500,13500
May112214259HRT25,14259,20/04/22,11/05/22,13/05/22,3,HRT2,others,,Checked Out,14850,14850
May112214259HRT26,14259,07/05/22,11/05/22,12/05/22,2,HRT2,Travelex,,Checked Out,13500,13500
May112214259HRT27,14259,09/05/22,11/05/22,12/05/22,1,HRT2,others,3,Checked Out,13500,13500
May112214259HRT28,14259,06/05/22,11/05/22,12/05/22,1,HRT2,direct online,2,Checked Out,13500,13500
May112214259HRT29,14259,08/05/22,11/05/22,14/05/22,2,HRT2,Makeyourtrip,,Cancelled,13500,5400
May112214259HRT210,14259,08/05/22,11/05/22,12/05/22,2,HRT2,Makeyourtrip,3,Checked Out,13500,13500
May112214259HRT211,14259,09/05/22,11/05/22,12/05/22,2,HRT2,Travelex,,Cancelled,13500,5400
May112214259HRT212,14259,09/05/22,11/05/22,16/05/22,1,HRT2,gotrip,,Checked Out,13500,13500
May112214259HRT213,14259,06/05/22,11/05/22,12/05/22,2,HRT2,Booker,,Checked Out,13500,13500
May112214259HRT214,14259,11/05/22,11/05/22,14/05/22,1,HRT2,others,1,Checked Out,13500,13500
May112214259HRT215,14259,11/05/22,11/05/22,12/05/22,4,HRT2,gotrip,,Checked Out,16200,16200
May112214259HRT216,14259,09/05/22,11/05/22,16/05/22,2,HRT2,direct online,,Cancelled,13500,5400
May112214259HRT217,14259,07/05/22,11/05/22,15/05/22,1,HRT2,others,4,Checked Out,13500,13500
May112214259HRT218,14259,10/05/22,11/05/22,16/05/22,3,HRT2,others,,Checked Out,14850,14850
May112214259HRT219,14259,08/05/22,11/05/22,13/05/22,2,HRT2,gotrip,,Cancelled,13500,5400
May112214259HRT31,14259,11/05/22,11/05/22,16/05/22,2,HRT3,others,3,Checked Out,18000,18000
May112214259HRT32,14259,10/05/22,11/05/22,13/05/22,2,HRT3,others,,Cancelled,18000,7200
May112214259HRT33,14259,05/05/22,11/05/22,12/05/22,1,HRT3,direct online,3,Checked Out,18000,18000
May112214259HRT34,14259,05/05/22,11/05/22,12/05/22,2,HRT3,direct offline,5,Checked Out,18000,18000
May112214259HRT35,14259,06/05/22,11/05/22,12/05/22,2,HRT3,others,,Checked Out,18000,18000
May112214259HRT36,14259,08/05/22,11/05/22,13/05/22,2,HRT3,gotrip,,Checked Out,18000,18000
May112214259HRT37,14259,10/05/22,11/05/22,16/05/22,2,HRT3,others,,Cancelled,18000,7200
May112214259HRT38,14259,05/05/22,11/05/22,12/05/22,2,HRT3,Travelex,,Checked Out,18000,18000
May112214259HRT39,14259,20/04/22,11/05/22,12/05/22,3,HRT3,others,,Cancelled,19800,7920
May112214259HRT310,14259,09/05/22,11/05/22,17/05/22,3,HRT3,Makeyourtrip,,Checked Out,19800,19800
May112214259HRT311,14259,11/05/22,11/05/22,16/05/22,5,HRT3,Booker,,Checked Out,23400,23400
May112214259HRT312,14259,08/05/22,11/05/22,12/05/22,3,HRT3,others,,Checked Out,19800,19800
May112214259HRT313,14259,07/05/22,11/05/22,13/05/22,2,HRT3,others,,Checked Out,18000,18000
May112214259HRT41,14259,20/04/22,11/05/22,12/05/22,2,HRT4,others,,Checked Out,28500,28500
May112214260HRT11,14260,08/05/22,11/05/22,12/05/22,1,HRT1,Makeyourtrip,4,Checked Out,9750,9750
May112214260HRT12,14260,10/05/22,11/05/22,12/05/22,4,HRT1,gotrip,,Checked Out,11700,11700
May112214260HRT13,14260,10/05/22,11/05/22,13/05/22,4,HRT1,others,,Cancelled,11700,4680
May112214260HRT14,14260,10/05/22,11/05/22,12/05/22,1,HRT1,direct online,4,Checked Out,9750,9750
May112214260HRT15,14260,10/05/22,11/05/22,12/05/22,1,HRT1,Booker,,Checked Out,9750,9750
May112214260HRT16,14260,07/05/22,11/05/22,13/05/22,2,HRT1,others,5,Checked Out,9750,9750
May112214260HRT17,14260,11/05/22,11/05/22,13/05/22,2,HRT1,others,,Checked Out,9750,9750
May112214260HRT18,14260,11/05/22,11/05/22,13/05/22,1,HRT1,Travelex,5,Checked Out,9750,9750
May112214260HRT19,14260,04/05/22,11/05/22,12/05/22,2,HRT1,direct online,,Checked Out,9750,9750
May112214260HRT110,14260,07/05/22,11/05/22,13/05/22,2,HRT1,others,5,Checked Out,9750,9750
May112214260HRT111,14260,09/05/22,11/05/22,12/05/22,2,HRT1,others,5,Checked Out,9750,9750
May112214260HRT112,14260,20/04/22,11/05/22,12/05/22,1,HRT1,direct offline,,Cancelled,9750,3900
May112214260HRT113,14260,10/05/22,11/05/22,12/05/22,3,HRT1,Booker,5,Checked Out,10725,10725
May112214260HRT114,14260,09/05/22,11/05/22,16/05/22,1,HRT1,others,5,Checked Out,9750,9750
May112214260HRT115,14260,08/05/22,11/05/22,13/05/22,1,HRT1,others,,Checked Out,9750,9750
May112214260HRT116,14260,10/05/22,11/05/22,13/05/22,4,HRT1,others,,No Show,11700,11700
May112214260HRT117,14260,21/04/22,11/05/22,12/05/22,2,HRT1,Makeyourtrip,,Cancelled,9750,3900
May112214260HRT21,14260,11/05/22,11/05/22,12/05/22,1,HRT2,Booker,5,Checked Out,13500,13500
May112214260HRT22,14260,10/05/22,11/05/22,14/05/22,1,HRT2,others,,Cancelled,13500,5400
May112214260HRT23,14260,11/05/22,11/05/22,13/05/22,3,HRT2,others,,Checked Out,14850,14850
May112214260HRT24,14260,17/04/22,11/05/22,13/05/22,3,HRT2,others,,Checked Out,14850,14850
May112214260HRT25,14260,09/05/22,11/05/22,14/05/22,1,HRT2,Makeyourtrip,5,Checked Out,13500,13500
May112214260HRT26,14260,07/05/22,11/05/22,12/05/22,2,HRT2,others,,Checked Out,13500,13500
May112214260HRT27,14260,11/05/22,11/05/22,12/05/22,3,HRT2,Makeyourtrip,,Checked Out,14850,14850
May112214260HRT28,14260,11/05/22,11/05/22,12/05/22,4,HRT2,others,,Checked Out,16200,16200
May112214260HRT29,14260,04/05/22,11/05/22,17/05/22,1,HRT2,Makeyourtrip,,Cancelled,13500,5400
May112214260HRT210,14260,11/05/22,11/05/22,14/05/22,1,HRT2,Travelex,5,Checked Out,13500,13500
May112214260HRT211,14260,11/05/22,11/05/22,14/05/22,2,HRT2,gotrip,2,Checked Out,13500,13500
May112214260HRT212,14260,08/05/22,11/05/22,12/05/22,1,HRT2,direct online,4,Checked Out,13500,13500
May112214260HRT213,14260,11/05/22,11/05/22,14/05/22,2,HRT2,others,,Checked Out,13500,13500
May112214260HRT214,14260,10/05/22,11/05/22,14/05/22,1,HRT2,others,5,Checked Out,13500,13500
May112214260HRT215,14260,11/05/22,11/05/22,13/05/22,1,HRT2,Makeyourtrip,5,Checked Out,13500,13500
May112214260HRT216,14260,09/05/22,11/05/22,12/05/22,2,HRT2,others,,Checked Out,13500,13500
May112214260HRT217,14260,09/05/22,11/05/22,12/05/22,1,HRT2,direct offline,,Cancelled,13500,5400
May112214260HRT218,14260,09/05/22,11/05/22,12/05/22,2,HRT2,gotrip,,Cancelled,13500,5400
May112214260HRT219,14260,05/05/22,11/05/22,12/05/22,2,HRT2,direct offline,5,Checked Out,13500,13500
May112214260HRT220,14260,05/05/22,11/05/22,13/05/22,1,HRT2,others,,Cancelled,13500,5400
May112214260HRT221,14260,07/05/22,11/05/22,13/05/22,2,HRT2,direct offline,5,Checked Out,13500,13500
May112214260HRT222,14260,10/05/22,11/05/22,12/05/22,1,HRT2,Travelex,5,Checked Out,13500,13500
May112214260HRT223,14260,11/05/22,11/05/22,13/05/22,1,HRT2,gotrip,4,Checked Out,13500,13500
May112214260HRT224,14260,10/05/22,11/05/22,13/05/22,2,HRT2,Travelex,,Cancelled,13500,5400
May112214260HRT225,14260,10/05/22,11/05/22,12/05/22,2,HRT2,others,,Checked Out,13500,13500
May112214260HRT226,14260,08/05/22,11/05/22,12/05/22,1,HRT2,others,4,Checked Out,13500,13500
May112214260HRT31,14260,10/05/22,11/05/22,12/05/22,2,HRT3,others,5,Checked Out,18000,18000
May112214260HRT32,14260,10/05/22,11/05/22,12/05/22,1,HRT3,others,5,Checked Out,18000,18000
May112214260HRT33,14260,10/05/22,11/05/22,12/05/22,1,HRT3,others,,Checked Out,18000,18000
May112214260HRT34,14260,11/05/22,11/05/22,12/05/22,2,HRT3,Travelex,4,Checked Out,18000,18000
May112214260HRT35,14260,10/05/22,11/05/22,12/05/22,1,HRT3,Makeyourtrip,,Cancelled,18000,7200
May112214260HRT36,14260,10/05/22,11/05/22,12/05/22,4,HRT3,others,,Cancelled,21600,8640
May112214260HRT37,14260,05/05/22,11/05/22,12/05/22,3,HRT3,others,,Cancelled,19800,7920
May112214260HRT38,14260,11/05/22,11/05/22,12/05/22,2,HRT3,Travelex,,Checked Out,18000,18000
May112214260HRT39,14260,07/05/22,11/05/22,12/05/22,1,HRT3,others,4,Checked Out,18000,18000
May112214260HRT310,14260,10/05/22,11/05/22,17/05/22,1,HRT3,Booker,3,Checked Out,18000,18000
May112214260HRT311,14260,11/05/22,11/05/22,13/05/22,1,HRT3,Booker,,Cancelled,18000,7200
May112214260HRT312,14260,11/05/22,11/05/22,12/05/22,2,HRT3,Booker,5,Checked Out,18000,18000
May112214260HRT41,14260,10/05/22,11/05/22,13/05/22,1,HRT4,Booker,4,Checked Out,28500,28500
May112214260HRT42,14260,11/05/22,11/05/22,12/05/22,1,HRT4,Makeyourtrip,,Checked Out,28500,28500
May112214260HRT43,14260,11/05/22,11/05/22,12/05/22,2,HRT4,direct offline,,Cancelled,28500,11400
May112214260HRT44,14260,11/05/22,11/05/22,13/05/22,6,HRT4,gotrip,,Cancelled,39900,15960
May112214260HRT45,14260,11/05/22,11/05/22,13/05/22,2,HRT4,Makeyourtrip,5,Checked Out,28500,28500
May112214260HRT46,14260,09/05/22,11/05/22,12/05/22,6,HRT4,Makeyourtrip,,Cancelled,39900,15960
May112214260HRT47,14260,11/05/22,11/05/22,12/05/22,1,HRT4,Makeyourtrip,,Cancelled,28500,11400
May112214260HRT48,14260,09/05/22,11/05/22,12/05/22,2,HRT4,direct online,,No Show,28500,28500
May112214260HRT49,14260,11/05/22,11/05/22,13/05/22,6,HRT4,gotrip,,No Show,39900,39900
May112214260HRT410,14260,11/05/22,11/05/22,12/05/22,1,HRT4,gotrip,5,Checked Out,28500,28500
May112214260HRT411,14260,04/05/22,11/05/22,13/05/22,1,HRT4,Makeyourtrip,,Checked Out,28500,28500
May112214261HRT11,14261,05/05/22,11/05/22,14/05/22,4,HRT1,others,3,Checked Out,11700,11700
May112214261HRT12,14261,08/05/22,11/05/22,17/05/22,2,HRT1,Booker,3,Checked Out,9750,9750
May112214261HRT13,14261,07/05/22,11/05/22,12/05/22,2,HRT1,Booker,,Checked Out,9750,9750
May112214261HRT14,14261,09/05/22,11/05/22,13/05/22,3,HRT1,others,3,Checked Out,10725,10725
May112214261HRT15,14261,07/05/22,11/05/22,13/05/22,3,HRT1,others,,No Show,10725,10725
